n,a,m,e,",",b,e,e,r,",",b,a,r
Billy Hardy,Classic Stout,John Harvard's Brew House - Framingham
Isabella Banks,Boltwood Bock,Watch City Brewing
Francis Bowers,Honey Pilsner,Boston Beer Works
Ida Moran,Samuel Adams Cranberry Lambic,John Harvard's Brew House - Harvard Square
Chris Weaver,Workingman's Wheat,Element Brewing Company
Irene Riley,Harpoon Leviathan,Paper City Brewing Company
Eugene Malone,Heather Ale,John Harvard's Brew House - Harvard Square
Minnie Yates,IPA,Boston Beer Works
Daisy Blake,Green Monsta Ale,Element Brewing Company
Christina Rhodes,Harpoon Winter Warmer,Wachusetts Brewing Company
Theresa Gibson,Samuel Adams Double Bock,Mercury Brewing Company
Harold Harrington,Hops Explosion IPA,Buzzards Bay Brewing Inc.
Earl Powell,Heather Ale,Buzzards Bay Brewing Inc.
Marc Stone,Samuel Adams Holiday Porter,Element Brewing Company
Ruby Pope,Graduation Ale,Harpoon Brewery - Boston
Carolyn Nichols,Harpoon Ale,Commonwealth Brewing #1
Rachel Thomas,Golden Ale,Paper City Brewing Company
Calvin Brock,Samuel Adams Coastal Wheat,Commonwealth Brewing #1
Effie Flores,Samuel Adams Triplebock 1995,Wachusetts Brewing Company
Roger Neal,Kenmore K̦lsch,Cambridge Brewing
Jordan Hayes,Ipswich IPA,Commonwealth Brewing #1
Bernice Boone,Golden Ale,Wachusetts Brewing Company
Maud Schmidt,Wilmington Roggen Beer,Watch City Brewing
Derrick Christensen,Samuel Adams Triplebock 1994,John Harvard's Brew House - Harvard Square
Kate Sandoval,Ipswich Summer,John Harvard's Brew House - Framingham
Lelia Willis,Samuel Adams Utopias MMIV,Watch City Brewing
Trevor Sparks,Bankers Gold,Boston Beer Works
Julian Greer,Bankers Gold,Buzzards Bay Brewing Inc.
Cora Chambers,Glacier Harvest '09 Wet Hop (100 Barrel Series #28),John Harvard's Brew House - Framingham
Janie Coleman,1084 Barleywine,Boston Beer Works
Jeffery Schmidt,Graduation Ale,Wachusetts Brewing Company
Luke Edwards,Fenway American Pale Ale,Buzzards Bay Brewing Inc.
Ralph Marsh,1084 Barleywine,Harpoon Brewery - Boston
Cynthia McDonald,Harpoon UFO Hefeweizen,Element Brewing Company
Garrett Wade,Cascade IPA,Mercury Brewing Company
Vincent Walker,Bankers Gold,Boston Beer Works
Leo Green,Samuel Adams Noble Pils,Boston Beer Company
Anthony Ray,Samuel Adams Scotch Ale,Buzzards Bay Brewing Inc.
Jacob McGee,Cambridge Amber,Watch City Brewing
Leah Newman,Hard Core Crisp Apple Cider,Buzzards Bay Brewing Inc.
Estelle Alvarez,Samuel Adams Old Fezziwig Ale,Element Brewing Company
Kathryn Mathis,Samuel Adams Cranberry Lambic,John Harvard's Brew House - Harvard Square
Isabella Bryan,Ipswich IPA,Mercury Brewing Company
Jesus Hanson,Wachusetts IPA,John Harvard's Brew House - Framingham
Frances Huff,Workingman's Wheat,Cape Ann Brewing
Mollie Estrada,Samuel Adams Chocolate Bock,Paper City Brewing Company
Rodney Maldonado,Fenway American Pale Ale,Boston Beer Company
Hettie Christensen,Extra Stout,Cape Ann Brewing
Kathryn Hayes,Olde Buzzard Lager,Brewery at Martha's Vineyard
Roxie Parsons,Ipswich Winter,Element Brewing Company
Philip Curtis,Samuel Adams Hallertau Imperial Pilsner,Boston Beer Company
Gabriel Carson,Edison Light Beer,Commonwealth Brewing #1
Jesse Summers,Samuel Adams Hallertau Imperial Pilsner,Cambridge Brewing
Gavin McGuire,Two Sisters Imperial Stout,Commonwealth Brewing #1
Caroline Ward,Samuel Adams Golden Pilsner,Element Brewing Company
Maurice Cannon,Samuel Adams Pale Ale,Paper City Brewing Company
Marion Estrada,Samuel Adams Hallertau Imperial Pilsner,John Harvard's Brew House - Framingham
Loretta Long,Samuel Adams Scotch Ale,Watch City Brewing
Cole Daniels,Charles River Porter,Cambridge Brewing
Marc French,Samuel Adams Winter Lager,Mercury Brewing Company
Dominic Edwards,Wilmington Roggen Beer,Boston Beer Works
Louise Hansen,Hops Explosion IPA,Watch City Brewing
Lucile Brady,Wachusetts IPA,Commonwealth Brewing #1
Rosalie Daniel,Ipswich Winter,Cambridge Brewing
Nelle Love,Samuel Adams Cherry Wheat,New Century Brewing Company
Ellen Ellis,Samuel Adams Hallertau Imperial Pilsner,Wachusetts Brewing Company
Larry Franklin,Hercules Stong Ale,New Century Brewing Company
Vera Cain,Boltwood Bock,Buzzards Bay Brewing Inc.
Vincent Carpenter,Samuel Adams Cream Stout,Cape Ann Brewing
Hulda Franklin,UFO Raspberry Hefeweizen,John Harvard's Brew House - Framingham
Landon Collins,Samuel Adams Utopias MMIV,Cape Ann Brewing
Marvin Barton,Workingman's Wheat,Cape Ann Brewing
Seth Park,Harpoon Leviathan,Cambridge Brewing
Caroline Neal,Workingman's Wheat,Commonwealth Brewing #1
Olivia Nash,Samuel Adams Blackberry Witbier,New Century Brewing Company
Bradley Higgins,Graduation Ale,Brewery at Martha's Vineyard
Amelia Hunt,Bankers Gold,Cape Ann Brewing
Ruth Wheeler,Fenway American Pale Ale,Mercury Brewing Company
Etta Lopez,Edison Light Beer,Boston Beer Works
Gene Wise,Workingman's Wheat,Mercury Brewing Company
Agnes Greer,Ipswich Porter,Harpoon Brewery - Boston
Tommy Francis,Harpoon Celtic Ale,Harpoon Brewery - Boston
May Wise,Hercules Stong Ale,Boston Beer Company
Annie Boyd,Wachusetts IPA,Element Brewing Company
Claudia Rodgers,Sam Adams Light,Wachusetts Brewing Company
Albert Myers,Tall Tale Pale Ale,Cape Ann Brewing
Russell Sanders,Samuel Adams Scotch Ale,Wachusetts Brewing Company
Gordon Lindsey,Cambridge Amber,John Harvard's Brew House - Framingham
Gilbert Burns,Famous Porter,Brewery at Martha's Vineyard
Clarence Fowler,Dark Element,Harpoon Brewery - Boston
Sean Jones,Patriots Pilsner,Wachusetts Brewing Company
Melvin Collier,Workingman's Wheat,Mercury Brewing Company
Eula Wade,Honey Pilsner,Buzzards Bay Brewing Inc.
Bessie Kelly,Samuel Adams Imperial Stout,Paper City Brewing Company
Kathryn Drake,Holyoke Dam Ale,John Harvard's Brew House - Framingham
Walter Adams,Workingman's Wheat,Commonwealth Brewing #1
Edward Bishop,Samuel Adams Winter Lager,Cambridge Brewing
Luella Phillips,Ipswich Porter,Cambridge Brewing
Lee Gibbs,Tall Tale Pale Ale,Cambridge Brewing
Lucile Reed,Bankers Gold,Mercury Brewing Company
Catherine Bass,IPA,Buzzards Bay Brewing Inc.
Fred Gibson,Ipswich Winter,Harpoon Brewery - Boston
Bettie Saunders,Samuel Adams Summer Ale,Buzzards Bay Brewing Inc.
Lucile Hopkins,Puffers Smoked Porter,Watch City Brewing
Anne Parker,Samuel Adams Boston Lager,Buzzards Bay Brewing Inc.
Polly Ellis,Ipswich Oatmeal Stout,Watch City Brewing
Julian Green,Samuel Adams Black Lager,Harpoon Brewery - Boston
Ora Oliver,Harpoon Ale,Brewery at Martha's Vineyard
Earl Cox,Samuel Adams Coastal Wheat,Buzzards Bay Brewing Inc.
Theodore Palmer,Famous Porter,Element Brewing Company
Vera Guerrero,Samuel Adams White Ale,Boston Beer Works
Lucy Dunn,Ipswich Nut Brown,Boston Beer Works
Kyle Long,Charles River Porter,Wachusetts Brewing Company
Adrian Barrett,Cambridge Amber,Harpoon Brewery - Boston
Jeremy Terry,Honey Pilsner,Paper City Brewing Company
Eric Burton,Heather Ale,Buzzards Bay Brewing Inc.
Mamie Gibbs,Framingham Maibock,Cambridge Brewing
Anne Sutton,Wachusetts IPA,Boston Beer Company
Larry Jefferson,Samuel Adams Black Lager,Boston Beer Works
Blanche Wood,Massatucky Brown,Cambridge Brewing
Lester White,Ipswich Oatmeal Stout,Boston Beer Company
Gene Todd,Sam Adams Light,Cambridge Brewing
Daniel Ellis,Extra Stout,Watch City Brewing
Harriett Hill,Samuel Adams Holiday Porter,Element Brewing Company
Dean Schmidt,Half in the Bagpipe,John Harvard's Brew House - Framingham
Catherine Wilson,Olde #8 Anniversary Ale,Element Brewing Company
Emily Higgins,Samuel Adams Double Bock,Buzzards Bay Brewing Inc.
Lilly Jones,Kenmore K̦lsch,Mercury Brewing Company
Douglas Nichols,Samuel Adams Honey Porter,Buzzards Bay Brewing Inc.
Kenneth Vaughn,Tall Tale Pale Ale,Wachusetts Brewing Company
Millie Dixon,Samuel Adams Noble Pils,Watch City Brewing
Gilbert Armstrong,UFO Raspberry Hefeweizen,New Century Brewing Company
Jessie Payne,Longshot American Pale Ale,Watch City Brewing
Nina Austin,Workingman's Wheat,Boston Beer Works
Minnie Lindsey,Harpoon Celtic Ale,Commonwealth Brewing #1
Troy McLaughlin,Olde Buzzard Lager,John Harvard's Brew House - Framingham
Mabelle Harrington,Workingman's Wheat,John Harvard's Brew House - Harvard Square
Christina Fields,Wheaten Ale,Paper City Brewing Company
Landon Clayton,Samuel Adams OctoberFest,Boston Beer Company
Winifred Byrd,Heather Ale,Paper City Brewing Company
Kyle Montgomery,Wilmington Roggen Beer,Mercury Brewing Company
Jorge Chambers,Green Monsta Ale,Paper City Brewing Company
Luke Wilkins,Ipswich Winter,Boston Beer Company
Glen Bishop,Wachusetts IPA,Watch City Brewing
Genevieve Freeman,Wheaten Ale,Mercury Brewing Company
Phoebe Kennedy,Samuel Adams Triplebock 1995,John Harvard's Brew House - Framingham
Jon Lloyd,Harpoon Winter Warmer,Buzzards Bay Brewing Inc.
Jack Burgess,Massatucky Brown,Element Brewing Company
Rosie Fowler,Samuel Adams Old Fezziwig Ale,Harpoon Brewery - Boston
Catherine Knight,North Pleasant Pale Ale,John Harvard's Brew House - Framingham
Belle Taylor,Longshot American Pale Ale,Commonwealth Brewing #1
Shane Elliott,Samuel Adams Golden Pilsner,Paper City Brewing Company
Dale Spencer,Edison Light Beer,Mercury Brewing Company
Laura Garza,Raspberry Brown Ale,Cambridge Brewing
Hester Ortega,Samuel Adams Double Bock,Cape Ann Brewing
Tommy Hale,Longshot Hazelnut Brown,Buzzards Bay Brewing Inc.
Benjamin Jackson,Samuel Adams Old Fezziwig Ale,Wachusetts Brewing Company
Hallie Schneider,Golden Ale,Cambridge Brewing
Bernard James,Samuel Adams Spring Ale,Buzzards Bay Brewing Inc.
Joe Bishop,Regatta Golden,Watch City Brewing
Garrett Spencer,Samuel Adams White Ale,Brewery at Martha's Vineyard
Ina Valdez,Samuel Adams Hallertau Imperial Pilsner,Watch City Brewing
Ernest Bowman,Samuel Adams Scotch Ale,Harpoon Brewery - Boston
Jonathan Williamson,Regatta Golden,Brewery at Martha's Vineyard
Madge Hampton,Harpoon Brown Session Ale,Boston Beer Company
Kevin Goodwin,Graduation Ale,Boston Beer Company
Laura Fitzgerald,Cascade IPA,Commonwealth Brewing #1
Sadie Grant,Samuel Adams Triplebock 1994,Paper City Brewing Company
Erik Flores,Green Monsta Ale,Paper City Brewing Company
Cecilia Banks,Hard Core Crisp Apple Cider,Harpoon Brewery - Boston
Willie Carlson,Samuel Adams Brown Ale,Element Brewing Company
Augusta Stevenson,Cascade IPA,Watch City Brewing
Edgar McDaniel,Extra Stout,Harpoon Brewery - Boston
Herbert Hunter,Samuel Adams Imperial Stout,Cape Ann Brewing
Lida Hamilton,Massatucky Brown,Cambridge Brewing
Alexander Howard,Samuel Adams Cranberry Lambic,Boston Beer Company
Nathaniel Reid,Hercules Stong Ale,Harpoon Brewery - Boston
Abbie Roberts,Ipswich Original Ale,Element Brewing Company
Gordon Walters,Samuel Adams Boston Lager,Harpoon Brewery - Boston
Ada Sims,Lewmeister Oktoberfest,Cape Ann Brewing
Jeffrey Reeves,Harpoon Winter Warmer,Watch City Brewing
Chester May,Samuel Adams Honey Porter,John Harvard's Brew House - Harvard Square
Darrell Blake,Samuel Adams Coastal Wheat,Boston Beer Works
Bernice Mullins,Samuel Adams Chocolate Bock,John Harvard's Brew House - Harvard Square
Willie Boone,Samuel Adams Winter Lager,Commonwealth Brewing #1
Marc Montgomery,Kenmore K̦lsch,John Harvard's Brew House - Harvard Square
Trevor Welch,Lewmeister Oktoberfest,Buzzards Bay Brewing Inc.
Josephine Gray,Golden Ale,John Harvard's Brew House - Framingham
Sallie Herrera,Olde Buzzard Lager,Watch City Brewing
Eunice Vega,Cambridge Amber,Cape Ann Brewing
Rosetta Reynolds,Olde #8 Anniversary Ale,John Harvard's Brew House - Framingham
Landon Rose,Honey Pilsner,Buzzards Bay Brewing Inc.
Derrick Ellis,Harpoon Celtic Ale,Mercury Brewing Company
Edwin French,Golden Ale,Cape Ann Brewing
Cora Cortez,Samuel Adams Winter Lager,Element Brewing Company
Jeff Carson,Sam Adams Light,Paper City Brewing Company
Beatrice Walsh,Ipswich Original Ale,New Century Brewing Company
Chris Duncan,Half in the Bagpipe,Cape Ann Brewing
Thomas Lawrence,Two Sisters Imperial Stout,Buzzards Bay Brewing Inc.
Julia Summers,North Pleasant Pale Ale,Wachusetts Brewing Company
Mabel Ramirez,Longshot Hazelnut Brown,Boston Beer Company
Carolyn Tyler,Samuel Adams Old Fezziwig Ale,John Harvard's Brew House - Framingham
Luke Baker,Cascade IPA,John Harvard's Brew House - Harvard Square
Eddie Manning,Samuel Adams Irish Red,Wachusetts Brewing Company
Tyler Graves,Olde #8 Anniversary Ale,John Harvard's Brew House - Framingham
Danny Bates,Famous Porter,New Century Brewing Company
Phoebe Hoffman,Ipswich Dark Ale,Buzzards Bay Brewing Inc.
Chad Daniel,Samuel Adams Triplebock 1995,Paper City Brewing Company
Charlotte Barnett,Charles River Porter,Commonwealth Brewing #1
Jim Kelly,Samuel Adams Boston Ale,Wachusetts Brewing Company
Henry Castro,Holyoke Dam Ale,Cape Ann Brewing
Terry Nelson,Graduation Ale,Paper City Brewing Company
Mae Harvey,North Pleasant Pale Ale,Watch City Brewing
Hulda Howard,Longshot Black Lager,Cambridge Brewing
Christian Nash,Ipswich Original Ale,New Century Brewing Company
Elmer Jackson,Ipswich Nut Brown,New Century Brewing Company
Dean Roy,Holyoke Dam Ale,Boston Beer Works
Christian Mason,Samuel Adams Double Bock,Boston Beer Works
Joshua Barrett,Glacier Harvest '09 Wet Hop (100 Barrel Series #28),John Harvard's Brew House - Harvard Square
Barbara Hampton,Ipswich Summer,John Harvard's Brew House - Harvard Square
Erik Santos,Samuel Adams Honey Porter,Brewery at Martha's Vineyard
Vernon Warner,Cambridge Amber,John Harvard's Brew House - Framingham
Ora Mann,Green Monsta Ale,Boston Beer Company
Loretta Ruiz,Harpoon Brown Session Ale,Harpoon Brewery - Boston
Luella Woods,Two Sisters Imperial Stout,Wachusetts Brewing Company
Barry Boyd,Samuel Adams Golden Pilsner,Brewery at Martha's Vineyard
Florence Huff,Heather Ale,Element Brewing Company
Eleanor Garner,Ipswich Harvest,Wachusetts Brewing Company
Julian Kim,Samuel Adams Cream Stout,Boston Beer Works
Robert Gonzalez,Samuel Adams Cream Stout,Cape Ann Brewing
Adrian Perez,Samuel Adams Hefeweizen,Harpoon Brewery - Boston
Jose Dawson,Extra Stout,Commonwealth Brewing #1
Lettie Gomez,Harpoon Winter Warmer,John Harvard's Brew House - Framingham
Donald Davidson,Wilmington Roggen Beer,New Century Brewing Company
Luis Thomas,Edison Light Beer,Wachusetts Brewing Company
Olivia Ray,Ipswich Dark Ale,Buzzards Bay Brewing Inc.
Aaron Bennett,Samuel Adams Brown Ale,Element Brewing Company
Stanley Jordan,Olde #8 Anniversary Ale,Harpoon Brewery - Boston
Henrietta Shaw,Wachusetts IPA,Watch City Brewing
Lucile McDonald,Samuel Adams Honey Porter,Boston Beer Works
Katherine Clarke,Kenmore K̦lsch,Watch City Brewing
Henrietta Bryant,Harpoon Celtic Ale,Boston Beer Works
Vincent Carson,1084 Barleywine,New Century Brewing Company
Willie Waters,Harpoon Brown Session Ale,John Harvard's Brew House - Framingham
Raymond Burgess,Ipswich Nut Brown,Mercury Brewing Company
Georgie Kelly,Bankers Gold,Cape Ann Brewing
George Douglas,Longshot Hazelnut Brown,Element Brewing Company
Nathaniel Soto,Green Monsta Ale,Harpoon Brewery - Boston
Madge Hill,Samuel Adams Scotch Ale,John Harvard's Brew House - Harvard Square
Viola Ford,Longshot Black Lager,Boston Beer Works
Bernice Copeland,Ipswich Nut Brown,Commonwealth Brewing #1
Mildred Aguilar,Edison Light Beer,Harpoon Brewery - Boston
Travis Fowler,Samuel Adams Double Bock,New Century Brewing Company
Austin Lewis,Hard Core Crisp Apple Cider,John Harvard's Brew House - Framingham
Elmer McCormick,IPA,Watch City Brewing
Jeremy Flowers,Samuel Adams Honey Porter,Cape Ann Brewing
Patrick Wilkins,Honey Pilsner,Cambridge Brewing
Christina Collier,Samuel Adams Cherry Wheat,New Century Brewing Company
Minnie Burns,Samuel Adams Triplebock 1994,Element Brewing Company
Millie Adkins,Half in the Bagpipe,Watch City Brewing
Katherine Warren,Samuel Adams Holiday Porter,Cape Ann Brewing
Lena Shelton,Kenmore K̦lsch,Brewery at Martha's Vineyard
Dale Perkins,Samuel Adams Summer Ale,New Century Brewing Company
Jorge Bryan,Samuel Adams Double Bock,Harpoon Brewery - Boston
Jared Morton,Samuel Adams Cherry Wheat,Brewery at Martha's Vineyard
Johanna Tate,Samuel Adams Old Fezziwig Ale,Watch City Brewing
Cory Ellis,1084 Barleywine,John Harvard's Brew House - Framingham
Christian Hughes,Ipswich Original Ale,Paper City Brewing Company
Frances Farmer,Samuel Adams Hefeweizen,Cambridge Brewing
Bill Wolfe,Ipswich Dark Ale,Watch City Brewing
Lucas Richards,Hard Core Crisp Apple Cider,Wachusetts Brewing Company
Victor Turner,Samuel Adams Boston Ale,Cambridge Brewing
Devin Luna,Ipswich IPA,Watch City Brewing
Frances Powers,Lewmeister Oktoberfest,John Harvard's Brew House - Harvard Square
Lewis Massey,Ipswich Porter,New Century Brewing Company
Nina Boyd,Extra Stout,Mercury Brewing Company
Lela Caldwell,Boltwood Bock,John Harvard's Brew House - Harvard Square
Nathaniel Cunningham,Harpoon Leviathan,Commonwealth Brewing #1
Hannah Cohen,Righteous Red,Paper City Brewing Company
Carolyn Norman,Samuel Adams Spring Ale,Commonwealth Brewing #1
Emilie Hodges,Dark Element,Boston Beer Company
Ada Freeman,Ipswich IPA,Boston Beer Company
Calvin Pope,Ipswich Porter,Commonwealth Brewing #1
Vernon Kim,Harpoon Winter Warmer,Mercury Brewing Company
Arthur Bowers,Classic Stout,Wachusetts Brewing Company
Leona Watson,Samuel Adams Boston Ale,Brewery at Martha's Vineyard
Brett Soto,Edison Light Beer,Paper City Brewing Company
Jeanette Sanchez,Samuel Adams Noble Pils,Wachusetts Brewing Company
Donald Meyer,Samuel Adams Irish Red,Cape Ann Brewing
Jeremiah Barker,Samuel Adams Imperial White,Mercury Brewing Company
Hallie Pearson,Samuel Adams Brown Ale,Watch City Brewing
Vernon Rodgers,Samuel Adams Utopias MMIV,New Century Brewing Company
Andrew Wise,Samuel Adams Golden Pilsner,Wachusetts Brewing Company
Virgie Stephens,Tall Tale Pale Ale,Boston Beer Works
Ellen Garrett,Samuel Adams Cherry Wheat,Boston Beer Company
Violet Day,Sam Adams Light,Brewery at Martha's Vineyard
Gary Romero,Boltwood Bock,Cambridge Brewing
Christine Griffith,Workingman's Wheat,Watch City Brewing
Nina Doyle,Hercules Stong Ale,John Harvard's Brew House - Harvard Square
Michael Nunez,Samuel Adams Noble Pils,Watch City Brewing
Angel Bryan,Ipswich Nut Brown,Commonwealth Brewing #1
Warren Fields,1084 Barleywine,Wachusetts Brewing Company
Harriett Moran,Samuel Adams Chocolate Bock,Boston Beer Company
Eugenia McCormick,Samuel Adams Noble Pils,Cambridge Brewing
Gene Webster,Raspberry Brown Ale,Boston Beer Company
Peter Hicks,Samuel Adams Holiday Porter,Wachusetts Brewing Company
Douglas Ross,Harpoon UFO Hefeweizen,Element Brewing Company
Willie Lee,Kenmore K̦lsch,Element Brewing Company
Grace Garrett,Dark Element,Harpoon Brewery - Boston
Norman Schneider,Harpoon Munich Dark,Boston Beer Works
Bryan Bryant,Samuel Adams Cherry Wheat,Commonwealth Brewing #1
May Gregory,Olde Buzzard Lager,Mercury Brewing Company
Christina Banks,Samuel Adams Winter Lager,Harpoon Brewery - Boston
Luke Love,Framingham Maibock,Harpoon Brewery - Boston
Lewis Nguyen,Longshot Black Lager,Cambridge Brewing
Rebecca Webb,Samuel Adams Noble Pils,Watch City Brewing
Michael Myers,Samuel Adams Winter Lager,Cape Ann Brewing
Marie Hunt,Amber Ale,Paper City Brewing Company
Lou Neal,Raspberry Brown Ale,Cape Ann Brewing
Floyd Owens,1084 Barleywine,Wachusetts Brewing Company
Genevieve Dennis,Samuel Adams Cranberry Lambic,Cambridge Brewing
Tyler Wise,Edison Light Beer,Boston Beer Works
Mamie Singleton,Hercules Stong Ale,New Century Brewing Company
Douglas Daniel,Samuel Adams Holiday Porter,Cape Ann Brewing
Hilda Norman,Holyoke Dam Ale,Boston Beer Works
Lilly Obrien,Samuel Adams Coastal Wheat,Watch City Brewing
Chris Hammond,Samuel Adams Irish Red,Harpoon Brewery - Boston
Juan Wilkerson,Ipswich IPA,Brewery at Martha's Vineyard
Ronald Pratt,Hard Core Crisp Apple Cider,Commonwealth Brewing #1
Rachel Nelson,Golden Ale,John Harvard's Brew House - Framingham
Rose James,Samuel Adams Cream Stout,Watch City Brewing
Maria Green,Harpoon Leviathan,John Harvard's Brew House - Harvard Square
Olive Barton,Puffers Smoked Porter,Wachusetts Brewing Company
Jon Cruz,Cascade IPA,Buzzards Bay Brewing Inc.
Ian Wilkins,Wheaten Ale,Element Brewing Company
Brian Palmer,Regatta Golden,Element Brewing Company
Gene Baldwin,Ipswich Summer,Buzzards Bay Brewing Inc.
Sean Bishop,Samuel Adams Cranberry Lambic,Watch City Brewing
Bessie Sherman,Lewmeister Oktoberfest,Commonwealth Brewing #1
Cornelia Stevenson,Harpoon Ale,Mercury Brewing Company
Cole Carr,Regatta Golden,New Century Brewing Company
Nannie Potter,Harpoon Munich Dark,Watch City Brewing
Jeffrey Norman,Samuel Adams Summer Ale,Boston Beer Works
Marguerite Collins,Lewmeister Oktoberfest,Cambridge Brewing
Lola Gutierrez,Massatucky Brown,New Century Brewing Company
Cecilia Murphy,1084 Barleywine,Element Brewing Company
Steven Ramirez,Special Old Ale,Cambridge Brewing
Cordelia Ramirez,Samuel Adams Honey Porter,Buzzards Bay Brewing Inc.
Helen Dawson,Samuel Adams Hallertau Imperial Pilsner,Watch City Brewing
Stanley Burke,Hops Explosion IPA,Cambridge Brewing
Cory Nelson,Puffers Smoked Porter,John Harvard's Brew House - Framingham
Stella Patterson,Wheaten Ale,Cambridge Brewing
Robert McCoy,Golden Ale,Boston Beer Company
Violet Erickson,Olde Buzzard Lager,Cape Ann Brewing
Hallie Garrett,Famous Porter,John Harvard's Brew House - Framingham
Mason Daniel,Samuel Adams Imperial Stout,Harpoon Brewery - Boston
Martha Walsh,Amber Ale,Buzzards Bay Brewing Inc.
Eugenia Sherman,Harpoon Celtic Ale,Paper City Brewing Company
Carolyn McLaughlin,Boltwood Bock,Brewery at Martha's Vineyard
Marian Wade,Samuel Adams Golden Pilsner,Commonwealth Brewing #1
Fannie Bryant,Samuel Adams Utopias MMIV,Cambridge Brewing
Jack Lyons,Harpoon Munich Dark,Commonwealth Brewing #1
Brett Gonzalez,Samuel Adams Winter Lager,Cambridge Brewing
Douglas Gonzalez,UFO Raspberry Hefeweizen,Commonwealth Brewing #1
Rachel Ray,Samuel Adams Noble Pils,Element Brewing Company
Violet Gill,Ipswich Nut Brown,Paper City Brewing Company
Emily Delgado,Extra Stout,Boston Beer Works
Dorothy Vega,Extra Stout,Paper City Brewing Company
Dora Hunter,Boston Red,Element Brewing Company
Jean Owens,Special Old Ale,Buzzards Bay Brewing Inc.
Sophie Burke,Samuel Adams Hefeweizen,Brewery at Martha's Vineyard
Joel Kelly,Bankers Gold,Paper City Brewing Company
Dale Bush,Boltwood Bock,Element Brewing Company
Luella Alvarado,Samuel Adams Brown Ale,Buzzards Bay Brewing Inc.
Amanda Hall,Cambridge Amber,Cape Ann Brewing
Vera Graves,Workingman's Wheat,Cambridge Brewing
Minerva Huff,Lewmeister Oktoberfest,Watch City Brewing
Bettie Castillo,Samuel Adams Pale Ale,Commonwealth Brewing #1
Milton Shelton,Classic Stout,Cape Ann Brewing
Jeffery Hawkins,Samuel Adams Pale Ale,John Harvard's Brew House - Harvard Square
Ricky Dawson,Samuel Adams Scotch Ale,Mercury Brewing Company
Daisy Townsend,UFO Raspberry Hefeweizen,Element Brewing Company
Carl Haynes,Ipswich Harvest,Watch City Brewing
Rosalie Wong,Harpoon UFO Hefeweizen,Element Brewing Company
Ernest Warren,Samuel Adams Hallertau Imperial Pilsner,Paper City Brewing Company
Lilly Stanley,Famous Porter,John Harvard's Brew House - Harvard Square
Vernon Morales,Golden Ale,Boston Beer Works
Esther Lane,Olde Buzzard Lager,Cape Ann Brewing
Katherine Burke,Hard Core Crisp Apple Cider,Watch City Brewing
Marvin Yates,Samuel Adams Spring Ale,Boston Beer Works
Mathilda Medina,Samuel Adams Triplebock 1994,Watch City Brewing
Joshua Wallace,Olde #8 Anniversary Ale,Buzzards Bay Brewing Inc.
Adelaide Fields,Harpoon Munich Dark,Boston Beer Company
Matthew Colon,Massatucky Brown,Boston Beer Works
Estelle Goodman,1084 Barleywine,John Harvard's Brew House - Harvard Square
Scott Harrison,1084 Barleywine,Cambridge Brewing
Austin Rhodes,Samuel Adams Brown Ale,Buzzards Bay Brewing Inc.
Belle Hopkins,Samuel Adams Double Bock,Cape Ann Brewing
Isabella Mullins,Samuel Adams Triplebock 1995,New Century Brewing Company
Raymond Leonard,Graduation Ale,Cambridge Brewing
Gary Warner,Hops Explosion IPA,John Harvard's Brew House - Harvard Square
Trevor Ball,Ipswich Original Ale,Harpoon Brewery - Boston
Jared Soto,North Pleasant Pale Ale,Element Brewing Company
Mitchell Rios,Samuel Adams Imperial Stout,Brewery at Martha's Vineyard
Nancy Bowers,Raspberry Brown Ale,Boston Beer Company
Lora Nelson,Harpoon Brown Session Ale,Wachusetts Brewing Company
Nora Clayton,Ipswich Dark Ale,Commonwealth Brewing #1
Clayton Estrada,Hops Explosion IPA,Element Brewing Company
Ryan Price,1084 Barleywine,Wachusetts Brewing Company
Kate Mills,Harpoon Winter Warmer,Boston Beer Works
Myrtle Nunez,Samuel Adams Imperial Stout,Paper City Brewing Company
Jason Simmons,North Pleasant Pale Ale,Cape Ann Brewing
Eric Larson,Framingham Maibock,Boston Beer Company
Caroline Chandler,Harpoon Celtic Ale,Cape Ann Brewing
Winnie Moore,Samuel Adams Coastal Wheat,Harpoon Brewery - Boston
Jason Reyes,Samuel Adams Hallertau Imperial Pilsner,John Harvard's Brew House - Framingham
Birdie Ballard,Lewmeister Oktoberfest,Cambridge Brewing
Thomas Carpenter,Edison Light Beer,Boston Beer Works
Elijah Oliver,Puffers Smoked Porter,John Harvard's Brew House - Harvard Square
Leo Kennedy,Regatta Golden,Mercury Brewing Company
Linnie Caldwell,Hops Explosion IPA,Buzzards Bay Brewing Inc.
Juan Morales,Two Sisters Imperial Stout,Boston Beer Works
Alberta Greer,Ipswich Porter,Boston Beer Works
Pearl Gomez,Samuel Adams Coastal Wheat,Cape Ann Brewing
Harold Osborne,Harpoon Winter Warmer,John Harvard's Brew House - Framingham
Lucas Craig,Special Old Ale,John Harvard's Brew House - Harvard Square
Susie Gardner,Samuel Adams Imperial Stout,Boston Beer Company
Eugenia Curtis,Samuel Adams Winter Lager,Watch City Brewing
Lelia McCarthy,Samuel Adams Spring Ale,Cape Ann Brewing
Agnes Page,Samuel Adams Pale Ale,Buzzards Bay Brewing Inc.
Tyler Rowe,Samuel Adams Honey Porter,Harpoon Brewery - Boston
